Word_1,Score_1,Label_1,Word_2,Score_2,Label_2
organizational,1341.7645083426828,0,climatic,99.87244092207263,1
course,1320.9807385570084,0,atmospheric,72.17196388139517,1
time scale,1285.467028982884,0,00,60.49960430233432,0
ecology,1175.160595850678,0,atmosphere,49.68774178402214,1
fallow,1024.7108752829029,0,seasonal,49.13413279671121,1
introduction,989.2009272603261,0,ocean,41.631488449893325,1
degrees,869.4067634356313,1,organization,37.68939765797472,0
welfare,834.4791493268642,0,develope country,37.68939765797472,0
forage,805.3354044149103,0,sink,35.68386256124283,0
economics,758.3865542593599,0,status,34.80695570950883,0
isolate,749.8076434998732,0,argue,34.80695570950883,0
plantation,727.1245336782192,0,strategic,34.80695570950883,0
productive,596.0558668304684,0,education,34.80695570950883,0
diesel,592.2512443152834,1,access,34.80695570950883,0
movement,580.837377586709,0,oxide,34.478619978277976,1
shoot,568.9212168829552,0,pacific,34.3136505096555,1
scientist,492.8497434000189,0,firm,33.36941549151976,0
typical,484.0770252355146,0,cold,33.25761591256722,1
wild,466.6987777372179,0,precipitation,33.25761591256722,1
soybean,450.72324181040864,1,date,32.04733129126439,0
definition,438.6415336512855,0,boundary,32.04733129126439,0
association,437.07910881022923,0,choice,31.93456658915767,0
avoid,381.72901075993957,0,behaviour,31.93456658915767,1
labor,380.4608057926563,0,flux,30.82400079040091,0
extension,356.4699524973409,0,income,30.081555543330126,0
emphasize,310.9031355039064,0,self,30.081555543330126,0
water supply,270.1270319312712,1,outcome,30.081555543330126,0
clay,266.62964607189105,0,culture,30.081555543330126,0
exercise,262.5178103781318,0,protect,30.081555543330126,0
fertilization,248.948607184651,1,natural resource,29.073782320125815,1
economic growth,223.20350764371517,0,serve,29.073782320125815,0
apparent,206.3243089387264,0,change,29.07239014620825,0
competition,197.8394490781796,0,toward,28.713033630134817,0
america,182.51609696891904,0,socio,28.713033630134817,0
pacific,159.53251662382183,1,cultivation,28.713033630134817,0
inorganic,149.9540652705848,0,integration,28.713033630134817,0
heavy,130.6247231639743,0,deposition,28.42934121756887,0
agricultural production,124.28371348033791,1,peak,28.42934121756887,0
perennial,120.47910784934524,0,prediction,28.061163568862014,0
normal,119.00520691297072,0,house,27.64833202888144,0
fixation,109.0652917733406,0,programme,27.644771652703923,0
american,106.6827143924045,0,fishery,27.644771652703923,0
socioeconomic,102.72428337568077,0,external,27.349667604518118,0
grain yield,102.72428337568077,0,hydrological,27.228129369048574,1
agro,102.72428337568077,0,exposure,27.228129369048574,0
look,101.45608173681522,0,model use,27.228129369048574,0
legislation,100.18788012488126,0,procedure,26.336007368553283,0
week,95.14088707796486,0,discussion,26.336007368553283,0
federal,94.50724864079871,0,deal,26.226552264098075,0
threshold,90.45581654930174,0,raise,26.226552264098075,0
food production,88.47486833918697,1,maintenance,26.226552264098075,0
crab,88.47486833918697,0,reservoir,26.02959956661148,0
saline,80.80026521057283,0,respond,24.833955588594563,0
settlement,78.42090200299322,0,university,24.808773029452766,0
rest,75.86541522818743,0,theoretical,24.808773029452766,0
asia,73.4916720125155,0,wastewater,24.808773029452766,1
cotton,70.09529182084412,0,bring,24.808773029452766,0
remote sense,69.24263267783442,0,protein,24.808773029452766,0
university,69.07755278982137,0,consideration,24.451777733544134,0
self,69.07755278982137,0,farmer,24.451777733544134,0
district,69.07755278982137,0,subject,24.451777733544134,0
student,69.07755278982137,0,sequence,23.66696334740898,0
molecular,69.07755278982137,0,sensitive,23.66696334740898,0
organization,69.07755278982137,0,prove,23.3953715392106,0
hand,69.07755278982137,0,forestry,23.3953715392106,1
separation,69.07755278982137,0,utilization,23.205562741874132,0
theoretical,69.07755278982137,0,facilitate,23.205562741874132,0
status,69.07755278982137,0,adopt,23.205562741874132,0
culture,69.07755278982137,0,call,23.205562741874132,0
charge,69.07755278982137,0,mountain,22.80783510523601,0
choice,69.07755278982137,0,accumulation,22.58193442039162,0
prevent,69.07755278982137,0,24,22.452266696096373,0
forestry,69.07755278982137,1,hand,21.986781678345437,0
panel,69.07755278982137,0,safety,21.986781678345437,0
barrier,69.07755278982137,0,residue,21.968325398931086,0
conceptual,69.07755278982137,0,correlation,21.923299925593398,0
wastewater,69.07755278982137,1,eastern,21.88139622611905,0
strategic,69.07755278982137,0,mu,21.68078817954428,0
background,69.07755278982137,0,cool,21.624119224090165,1
cellulose,69.07755278982137,0,summer,21.624119224090165,1
deal,69.07755278982137,0,correlate,21.624119224090165,0
certain,69.07755278982137,0,co2 emission,21.36293920381506,1
manufacture,69.07755278982137,0,rich,21.2667689603213,0
extraction,69.07755278982137,0,see,21.17579590057369,0
electron,69.07755278982137,0,climate,21.062590334653635,1
semi,69.07755278982137,0,stakeholder,20.625465418538,0
agent,69.07755278982137,0,paper present,20.625465418538,0
man,69.07755278982137,0,historical,20.60716936094832,0
route,69.07755278982137,0,coal,20.590549942290153,1
device,69.07755278982137,0,leaf,20.590549942290153,0
safety,69.07755278982137,0,barrier,20.583505958316778,0
education,69.07755278982137,0,dimension,20.583505958316778,0
feasibility,69.07755278982137,0,salinity,20.559274332153826,0
law,69.07755278982137,0,appropriate,20.517985742755457,0
protein,69.07755278982137,0,discharge,20.430577323133363,0
medical,69.07755278982137,0,top,20.085262488774475,0
maintenance,69.07755278982137,0,deep,19.99619629915796,0
access,69.07755278982137,0,temporal,19.926792216584957,0
electrical,69.07755278982137,1,east,19.926792216584957,0
discussion,69.07755278982137,0,hypothesis,19.56439214604184,0
